,Id,Number_of_dependents__c,Disability_Rating__c,days_seek_services,length_of_service,"Highest_Level_of_Education_Completed__c__2 Year Degree (AA, AS, etc.)","Highest_Level_of_Education_Completed__c__4 Year Degree (BA, BS, etc.)","Highest_Level_of_Education_Completed__c__Doctorate (PhD, MD, etc.)",Highest_Level_of_Education_Completed__c__High School/GED,"Highest_Level_of_Education_Completed__c__Post-Graduate Degree (MA, MS, JD, etc.)",Service_Branch__c__Air Force,Service_Branch__c__Army,Service_Branch__c__Coast Guard,Service_Branch__c__Marines,Service_Branch__c__Navy,Gender__c__Female,Gender__c__Male,complete_survey
69331,0033800002q3XVxAAM,0.0,0,0.0,7340.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69332,0033800002q3XWvAAM,0.0,0,0.0,2104.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69333,0033800002q3XX5AAM,0.0,0,0.0,10193.0,0,1,0,0,0,1,0,0,0,0,0,1,1
69335,0033800002q3XYrAAM,0.0,0,0.0,13654.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69337,0033800002q3XbCAAU,0.0,0,171.0,371.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69341,0033800002q3YAeAAM,0.0,0,14.0,1070.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69348,0033800002q3YLSAA2,0.0,0,0.0,11037.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69350,0033800002q3YPAAA2,0.0,0,0.0,7330.0,1,0,0,0,0,0,1,0,0,0,1,0,1
69355,0033800002q3YVXAA2,3.0,0,0.0,3020.0,0,0,0,1,0,0,0,0,0,1,0,1,1
69357,0033800002q3YWfAAM,0.0,0,0.0,7830.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69358,0033800002q3YXvAAM,0.0,0,0.0,7699.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69367,0033800002q3YgJAAU,0.0,100,1683.0,8399.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69368,0033800002q3YhHAAU,0.0,0,0.0,8695.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69375,0033800002q3Yj8AAE,0.0,0,0.0,1228.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69376,0033800002q3Z2NAAU,0.0,0,0.0,8610.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69377,0033800002q3ZO3AAM,0.0,0,589.0,5147.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69379,0033800002q3ZYIAA2,0.0,70,1080.0,4299.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69380,0033800002q3ZeBAAU,0.0,0,0.0,7691.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69381,0033800002q3ZeLAAU,0.0,0,8.0,7827.0,1,0,0,0,0,1,0,0,0,0,0,1,1
69382,0033800002q3ZjfAAE,0.0,0,0.0,3896.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69384,0033800002q3ZzsAAE,0.0,0,0.0,4357.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69390,0033800002q3ahbAAA,0.0,80,1186.0,1482.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69392,0033800002q3ao8AAA,0.0,0,3065.0,2820.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69396,0033800002q3arRAAQ,0.0,70,1417.0,4682.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69404,0033800002q3b31AAA,0.0,10,4540.0,7361.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69405,0033800002q3b34AAA,0.0,40,3657.0,3683.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69407,0033800002q3b36AAA,0.0,0,8224.0,2069.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69409,0033800002q3b39AAA,0.0,40,350.0,3897.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69410,0033800002q3b3AAAQ,0.0,0,431.0,2922.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69412,0033800002q3b3CAAQ,0.0,0,66.0,7884.0,0,1,0,0,0,1,0,0,0,0,1,0,1
69418,0033800002q3bMsAAI,0.0,0,0.0,9418.0,0,0,0,1,0,0,0,0,0,1,1,0,0
69422,0033800002q3bzZAAQ,0.0,0,0.0,8780.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69423,0033800002q3c2CAAQ,0.0,0,3848.0,2823.0,0,0,0,1,0,1,0,0,0,0,0,1,1
69424,0033800002q3c5GAAQ,0.0,80,13.0,7680.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69434,0033800002q3dHSAAY,0.0,0,0.0,2035.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69439,0033800002q3dUAAAY,0.0,60,1323.0,8413.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69440,0033800002q3dWfAAI,0.0,0,0.0,2798.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69441,0033800002q3dfmAAA,0.0,0,0.0,1414.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69443,0033800002q3dhxAAA,0.0,0,0.0,3597.0,1,0,0,0,0,0,0,0,0,1,1,0,0
69444,0033800002q3diMAAQ,0.0,0,0.0,4488.0,1,0,0,0,0,1,0,0,0,0,1,0,0
69448,0033800002q3eFSAAY,0.0,0,2405.0,3498.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69449,0033800002q3f8BAAQ,0.0,0,0.0,8798.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69450,0033800002q3fGPAAY,0.0,0,0.0,4895.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69451,0033800002q3fHmAAI,0.0,0,0.0,7414.0,1,0,0,0,0,1,0,0,0,0,1,0,1
69453,0033800002q3fNgAAI,0.0,0,0.0,3506.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69457,0033800002q3fZ2AAI,0.0,0,0.0,2970.0,0,0,0,1,0,0,0,0,1,0,0,1,1
69458,0033800002q3finAAA,0.0,0,0.0,7318.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69460,0033800002q3fpmAAA,0.0,100,44.0,1839.0,0,0,1,0,0,0,1,0,0,0,0,1,0
69461,0033800002q3fqLAAQ,0.0,100,1201.0,9223.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69462,0033800002q3g0PAAQ,0.0,0,0.0,7330.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69463,0033800002q3g8sAAA,0.0,0,0.0,8187.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69464,0033800002q3gGmAAI,0.0,0,1591.0,1996.0,0,1,0,0,0,0,1,0,0,0,0,1,1
69468,0033800002q3h1EAAQ,0.0,0,0.0,5752.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69469,0033800002q3h1iAAA,0.0,0,1216.0,1703.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69471,0033800002q3h8DAAQ,0.0,0,0.0,10240.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69472,0033800002q3h9aAAA,0.0,0,0.0,11964.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69473,0033800002q3hHAAAY,0.0,40,0.0,1947.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69479,0033800002q3hjiAAA,0.0,0,0.0,7305.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69480,0033800002q3i4hAAA,0.0,0,0.0,7306.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69483,0033800002q3iUQAAY,0.0,0,0.0,9666.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69484,0033800002q3iWgAAI,0.0,0,0.0,4410.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69489,0033800002q3iyCAAQ,0.0,0,0.0,2597.0,0,0,0,1,0,0,0,0,0,1,1,0,0
69490,0033800002q3j6BAAQ,0.0,0,0.0,2306.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69492,0033800002q3jL1AAI,0.0,0,0.0,7770.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69498,0033800002q3jL8AAI,0.0,0,43.0,7322.0,0,0,1,0,0,1,0,0,0,0,0,1,1
69505,0033800002q3jLFAAY,0.0,0,0.0,2631.0,0,0,1,0,0,0,1,0,0,0,0,1,1
69508,0033800002q3jLIAAY,0.0,80,3054.0,2586.0,0,0,0,0,1,1,0,0,0,0,1,0,0
69510,0033800002q3jLKAAY,0.0,0,0.0,8774.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69514,0033800002q3jLOAAY,0.0,0,25.0,11723.0,0,1,0,0,0,0,1,0,0,0,1,0,1
69525,0033800002q3jLcAAI,0.0,70,1567.0,8128.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69538,0033800002q3jLpAAI,0.0,10,1279.0,3301.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69539,0033800002q3jLqAAI,0.0,0,0.0,2190.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69544,0033800002q3jLvAAI,0.0,0,2952.0,258.0,0,0,0,1,0,0,0,0,1,0,0,1,1
69557,0033800002q3jMAAAY,0.0,100,1661.0,9496.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69566,0033800002q3jMJAAY,0.0,0,0.0,9139.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69575,0033800002q3jSPAAY,0.0,0,0.0,3866.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69577,0033800002q3jjLAAQ,0.0,0,0.0,10958.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69578,0033800002q3jnDAAQ,0.0,0,0.0,2555.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69579,0033800002q3jzTAAQ,0.0,0,0.0,8768.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69581,0033800002q3k4xAAA,0.0,0,530.0,7404.0,0,0,0,0,1,0,0,0,1,0,0,1,0
69584,0033800002q3katAAA,0.0,0,0.0,7225.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69585,0033800002q3kcGAAQ,0.0,100,0.0,7317.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69588,0033800002q3koMAAQ,0.0,0,0.0,10881.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69589,0033800002q3kvDAAQ,0.0,0,2363.0,5112.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69592,0033800002q3l2jAAA,0.0,0,0.0,9503.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69595,0033800002q3lnqAAA,0.0,0,0.0,7698.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69596,0033800002q3ltPAAQ,0.0,0,0.0,7900.0,0,0,0,0,1,1,0,0,0,0,1,0,1
69597,0033800002q3luNAAQ,0.0,60,1358.0,1932.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69598,0033800002q3m06AAA,0.0,90,4884.0,1192.0,0,1,0,0,0,0,0,0,1,0,0,1,1
69599,0033800002q3m5IAAQ,0.0,0,0.0,5866.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69601,0033800002q3mJwAAI,0.0,30,393.0,2938.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69606,0033800002q3nw1AAA,0.0,20,214.0,2751.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69609,0033800002q3odyAAA,0.0,0,104.0,7321.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69611,0033800002q3oj8AAA,0.0,0,0.0,2921.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69612,0033800002q3om8AAA,0.0,60,2298.0,8054.0,0,1,0,0,0,0,1,0,0,0,1,0,1
69613,0033800002q3oxwAAA,0.0,0,610.0,3037.0,1,0,0,0,0,0,0,0,0,1,1,0,0
69614,0033800002q3p4nAAA,0.0,0,0.0,7335.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69615,0033800002q3p5MAAQ,0.0,0,0.0,1263.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69618,0033800002q3pRXAAY,0.0,0,0.0,8039.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69621,0033800002q3pa5AAA,0.0,0,152.0,2138.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69622,0033800002q3pcLAAQ,0.0,0,0.0,7838.0,0,0,0,1,0,0,0,1,0,0,0,1,0
69623,0033800002q3pevAAA,0.0,0,3402.0,2637.0,0,0,0,1,0,0,1,0,0,0,1,0,1
69625,0033800002q3phBAAQ,0.0,0,0.0,8788.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69629,0033800002q3pzAAAQ,0.0,0,0.0,2706.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69632,0033800002q3qK3AAI,0.0,0,0.0,2069.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69634,0033800002q3qPNAAY,0.0,0,1340.0,6666.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69635,0033800002q3qQLAAY,0.0,0,0.0,7317.0,1,0,0,0,0,1,0,0,0,0,1,0,0
69637,0033800002q3qUNAAY,7.0,100,35.0,2722.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69638,0033800002q3qXbAAI,0.0,70,3400.0,2707.0,0,0,0,0,1,0,0,0,1,0,1,0,1
69640,0033800002q3qk6AAA,0.0,0,0.0,7352.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69643,0033800002q3qoFAAQ,0.0,0,0.0,5651.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69644,0033800002q3qvaAAA,0.0,0,0.0,8012.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69650,0033800002q3rElAAI,0.0,0,0.0,2191.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69652,0033800002q3rOlAAI,0.0,0,0.0,2105.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69657,0033800002q3rgGAAQ,0.0,0,0.0,4058.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69662,0033800002q3rxgAAA,0.0,0,0.0,2643.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69665,0033800002q3sBnAAI,0.0,0,0.0,9566.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69666,0033800002q3sDKAAY,0.0,0,0.0,7305.0,1,0,0,0,0,0,0,0,0,1,1,0,0
69669,0033800002q3sJcAAI,0.0,0,0.0,13950.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69670,0033800002q3sP6AAI,0.0,0,0.0,3038.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69672,0033800002q3skOAAQ,0.0,0,0.0,1461.0,1,0,0,0,0,0,0,0,1,0,0,1,0
69673,0033800002q3sp9AAA,0.0,0,0.0,1253.0,0,1,0,0,0,0,1,0,0,0,0,1,1
69675,0033800002q3srTAAQ,0.0,0,0.0,7371.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69677,0033800002q3sxCAAQ,0.0,80,2383.0,1156.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69678,0033800002q3sxHAAQ,0.0,0,0.0,10661.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69679,0033800002q3szXAAQ,0.0,0,0.0,1400.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69680,0033800002q3tClAAI,0.0,0,0.0,10955.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69683,0033800002q3tKfAAI,0.0,0,0.0,8320.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69687,0033800002q3tYDAAY,0.0,0,0.0,8395.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69690,0033800002q3trlAAA,0.0,0,0.0,5267.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69695,0033800002q3v8kAAA,0.0,0,0.0,7308.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69696,0033800002q3vEoAAI,0.0,0,0.0,1461.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69697,0033800002q3vGUAAY,0.0,0,0.0,7326.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69700,0033800002q3vSlAAI,0.0,0,3818.0,1460.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69701,0033800002q3vTPAAY,0.0,0,0.0,10964.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69704,0033800002q3w1JAAQ,0.0,0,0.0,7213.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69705,0033800002q3w6gAAA,0.0,0,0.0,1715.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69708,0033800002q3w6oAAA,0.0,70,7681.0,2314.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69709,0033800002q3w6sAAA,0.0,0,161.0,3380.0,1,0,0,0,0,0,0,0,1,0,0,1,0
69711,0033800002q3w6wAAA,0.0,70,1704.0,3643.0,1,0,0,0,0,0,0,0,1,0,0,1,1
69714,0033800002q3w70AAA,0.0,20,9547.0,471.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69715,0033800002q3w8dAAA,0.0,0,1048.0,9498.0,1,0,0,0,0,1,0,0,0,0,0,1,1
69721,0033800002q3wIxAAI,0.0,0,0.0,7325.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69723,0033800002q3wNlAAI,0.0,30,319.0,7305.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69725,0033800002q3wkCAAQ,0.0,0,0.0,1461.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69727,0033800002q3wpMAAQ,0.0,0,3298.0,2192.0,0,0,0,1,0,0,0,0,0,1,1,0,0
69729,0033800002q3wxBAAQ,0.0,100,103.0,7309.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69730,0033800002q3x26AAA,0.0,40,1690.0,7320.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69731,0033800002q3xBhAAI,0.0,0,2589.0,2191.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69732,0033800002q3xDxAAI,0.0,0,0.0,4372.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69733,0033800002q3xEqAAI,0.0,0,0.0,7316.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69737,0033800002q3xPKAAY,0.0,0,0.0,7323.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69740,0033800002q3xeQAAQ,0.0,0,0.0,1825.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69760,0033800002q3xgVAAQ,0.0,0,905.0,1311.0,0,1,0,0,0,0,1,0,0,0,0,1,1
69769,0033800002q3xggAAA,0.0,0,0.0,3873.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69770,0033800002q3xghAAA,0.0,0,40.0,2613.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69772,0033800002q3xglAAA,0.0,0,1.0,3286.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69774,0033800002q3xgnAAA,0.0,0,5403.0,7305.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69779,0033800002q3xgtAAA,0.0,70,2221.0,1482.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69788,0033800002q3xh4AAA,0.0,70,692.0,1924.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69794,0033800002q3xhBAAQ,0.0,0,0.0,7309.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69797,0033800002q3xhEAAQ,0.0,0,0.0,7408.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69799,0033800002q3xhGAAQ,0.0,90,80.0,5116.0,0,0,0,0,1,0,0,0,0,1,1,0,1
69802,0033800002q3xhJAAQ,0.0,70,1128.0,8167.0,0,0,0,0,1,0,1,0,0,0,1,0,1
69804,0033800002q3xhLAAQ,0.0,40,2510.0,7328.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69810,0033800002q3xhSAAQ,0.0,0,0.0,7324.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69812,0033800002q3xhVAAQ,0.0,0,197.0,9497.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69814,0033800002q3xhXAAQ,0.0,0,0.0,10974.0,0,1,0,0,0,0,0,0,1,0,0,1,1
69818,0033800002q3xhbAAA,0.0,0,2883.0,1835.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69824,0033800002q3xhhAAA,0.0,100,2607.0,2686.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69831,0033800002q3xhpAAA,0.0,0,55.0,8766.0,0,1,0,0,0,1,0,0,0,0,1,0,0
69845,0033800002q3xi3AAA,0.0,0,64.0,2415.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69851,0033800002q3xiBAAQ,0.0,0,197.0,7335.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69860,0033800002q3xiqAAA,0.0,100,64.0,10246.0,1,0,0,0,0,0,1,0,0,0,0,1,1
69863,0033800002q3xovAAA,0.0,0,0.0,7335.0,0,0,0,1,0,1,0,0,0,0,0,1,1
69865,0033800002q3y4AAAQ,0.0,0,0.0,7316.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69867,0033800002q3yF3AAI,0.0,0,0.0,3227.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69868,0033800002q3yGpAAI,0.0,0,431.0,1460.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69869,0033800002q3yIRAAY,0.0,90,2102.0,1821.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69870,0033800002q3yLaAAI,0.0,0,0.0,7738.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69874,0033800002q3yr2AAA,0.0,0,0.0,7873.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69877,0033800002q3z0xAAA,0.0,0,87.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,1
69878,0033800002q3z4aAAA,0.0,0,0.0,3652.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69879,0033800002q3z7GAAQ,0.0,0,0.0,1826.0,0,0,0,1,0,0,0,0,1,0,0,1,1
69880,0033800002q3zCNAAY,0.0,0,1654.0,1461.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69881,0033800002q3zITAAY,0.0,0,0.0,2949.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69884,0033800002q3zQSAAY,0.0,0,0.0,9516.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69886,0033800002q3zX4AAI,0.0,0,0.0,2762.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69888,0033800002q3zcTAAQ,0.0,0,0.0,1932.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69890,0033800002q3zePAAQ,0.0,0,0.0,7305.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69891,0033800002q3zhnAAA,0.0,0,0.0,8766.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69894,0033800002q3zvuAAA,0.0,0,0.0,7347.0,1,0,0,0,0,1,0,0,0,0,0,1,1
69898,0033800002q400zAAA,0.0,0,0.0,10853.0,0,0,0,1,0,0,0,1,0,0,0,1,0
69900,0033800002q402HAAQ,0.0,0,1293.0,5111.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69902,0033800002q405BAAQ,0.0,0,0.0,8132.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69904,0033800002q40PYAAY,0.0,0,0.0,7757.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69905,0033800002q40T6AAI,0.0,90,156.0,6766.0,0,0,0,0,1,0,0,0,1,0,0,1,0
69908,0033800002q415SAAQ,0.0,80,127.0,6744.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69910,0033800002q41JTAAY,0.0,0,0.0,6969.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69913,0033800002q41rxAAA,0.0,0,0.0,7399.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69914,0033800002q41vlAAA,0.0,0,0.0,8811.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69915,0033800002q4295AAA,0.0,0,8954.0,1460.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69916,0033800002q42DRAAY,0.0,80,14.0,2113.0,1,0,0,0,0,0,1,0,0,0,1,0,0
69922,0033800002q42qgAAA,0.0,0,0.0,11621.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69927,0033800002q43XDAAY,0.0,0,0.0,9722.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69932,0033800002q43sjAAA,0.0,0,311.0,3300.0,0,0,0,1,0,0,1,0,0,0,1,0,1
69935,0033800002q44AiAAI,0.0,0,0.0,3111.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69940,0033800002q44YpAAI,0.0,90,3749.0,1460.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69945,0033800002q44vZAAQ,0.0,0,973.0,9498.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69946,0033800002q45EfAAI,0.0,0,533.0,7867.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69947,0033800002q45JGAAY,0.0,0,1641.0,1461.0,0,0,0,0,1,0,1,0,0,0,1,0,1
69952,0033800002q45TuAAI,0.0,0,0.0,7699.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69953,0033800002q45UJAAY,0.0,0,0.0,7305.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69956,0033800002q45r1AAA,0.0,0,5615.0,1460.0,0,0,0,0,1,1,0,0,0,0,1,0,0
69957,0033800002q461gAAA,0.0,0,0.0,3755.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69959,0033800002q46D5AAI,0.0,0,12.0,10786.0,0,1,0,0,0,1,0,0,0,0,0,1,1
69960,0033800002q46EjAAI,0.0,0,0.0,5313.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69961,0033800002q46EtAAI,0.0,0,1015.0,3142.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69963,0033800002q46GBAAY,0.0,0,3036.0,1460.0,1,0,0,0,0,0,0,0,1,0,0,1,0
69964,0033800002q46GVAAY,0.0,0,0.0,8782.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69968,0033800002q46PSAAY,0.0,0,0.0,7896.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69969,0033800002q46RxAAI,0.0,0,0.0,1825.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69971,0033800002q46XqAAI,0.0,0,0.0,10811.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69973,0033800002q46biAAA,0.0,40,704.0,2587.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69975,0033800002q46mxAAA,0.0,0,0.0,7359.0,0,0,0,0,1,0,0,0,1,0,0,1,0
69978,0033800002q46quAAA,0.0,0,0.0,7666.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69979,0033800002q46sHAAQ,0.0,90,2121.0,4380.0,0,1,0,0,0,1,0,0,0,0,1,0,1
69981,0033800002q46tPAAQ,0.0,0,2753.0,2283.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69985,0033800002q46v6AAA,0.0,0,0.0,2207.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69986,0033800002q46wEAAQ,0.0,0,0.0,3646.0,1,0,0,0,0,1,0,0,0,0,0,1,0
69987,0033800002q46wJAAQ,0.0,0,143.0,6582.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69988,0033800002q46z3AAA,0.0,100,9771.0,246.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69995,0033800002q471iAAA,0.0,0,0.0,1207.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69997,0033800002q473FAAQ,0.0,0,0.0,10959.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69998,0033800002q473tAAA,0.0,0,0.0,6276.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69999,0033800002q474SAAQ,0.0,0,0.0,7321.0,0,0,0,1,0,0,0,0,0,1,0,1,1
70006,0033800002q477qAAA,0.0,0,0.0,7328.0,0,0,0,1,0,1,0,0,0,0,0,1,1
70008,0033800002q47AzAAI,0.0,0,0.0,1291.0,0,0,0,1,0,0,1,0,0,0,0,1,0
70009,0033800002q47CqAAI,0.0,0,0.0,4377.0,1,0,0,0,0,1,0,0,0,0,0,1,0
